PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,target
9.192836826213222,1.9485830707786203,-1.1231661649251463,3.633730897419128,-1.1951101242170683,1.4114244518030494,2.159369867770206,-0.3984072300408702,-0.15711835944336125,-0.8774018798938731,0
2.387801795802216,-3.7681717420675604,-0.5292926867404232,1.1182638623273715,0.6217749802052785,0.028656354525270038,0.013358093546661115,0.24098845852526227,-0.711904816029688,1.1069949438631779,0
5.733896279731705,-1.0751737966209114,-0.5517475931812102,0.9120826710188223,-0.17708589843163355,0.5414521472561711,-0.668166483739607,0.09737373820708758,0.024065642825554123,0.45427539975509823,0
7.122953197708879,10.275589121812796,-3.232789547975105,0.15254703016112126,-2.9608784018284875,3.0534218246170735,1.4299106992325856,1.0595652411326084,-1.4054396667379474,-1.1169752748852833,0
3.935302073678106,-1.9480715678001683,1.3897667263118827,2.9406393466998426,0.5467474017693178,-1.2264946427263967,-0.936212545883574,0.6363760610799971,-0.26380546389962994,0.37770446813106284,0
2.380247150345926,3.9499288955501557,-2.9348767932958153,0.9410368715107594,-1.0560419315215408,-0.45103865197505677,0.4904451157185936,-0.16544387692292345,-0.133473099338267,-0.5304312173874944,0
2.2388833080524027,-2.6900312772980635,-1.6399129289299477,0.14933988773220006,0.04035951797864211,-0.12894843436958642,-0.30156744574506783,0.08369819031124369,-0.0800245715288146,0.2191433519473293,0
2.1432985003775435,2.3402440069495425,-0.8719472621970107,-0.12704285731454884,-1.427436672913709,-1.2570391922409274,0.9740998490315607,-0.6533382619527828,0.24818364707282303,1.000586124838163,0
3.174924293083733,3.3918129518468416,-3.1199859103786562,-0.601297053165889,-1.5222903919203807,0.5595447276551333,-0.21510369959346415,-0.6873411939753595,0.511923897950372,0.02918746438409533,0
6.351746789526089,7.727174066864834,-4.341915813265783,-3.3752015799434645,1.710263142440933,-0.7239087403159135,2.519839824474652,0.36514888941475665,-0.7173966873313764,-1.1656307898671836,0
-0.8104137708452922,-2.6592754976869584,-0.48882979387459297,-1.6725665641372587,0.27581156913957405,0.12733183873981552,0.6250123175381577,0.16574954673945977,-0.3013805579778277,0.37623537269416457,0
2.651100477242401,0.06656792656644676,-1.5264552984284603,0.05126156174295358,0.33195111557128737,0.7648666377047499,0.6660924496743941,0.6195450657489747,-0.40094081585296254,-0.3310691700734028,0
8.185034458147953,2.700976492612966,5.730230807404689,-1.1122565548373653,1.043470447970022,2.594571243125381,0.9414973501780594,-3.3217839997427823,-0.7477883706292365,0.3959461526842191,0
0.3421259139901531,-0.968279260857935,1.7171715837733286,-0.595002951574408,0.4680105099125185,1.0076601120936792,-1.7990811518798444,1.1066573531074968,0.2676251566901155,0.4395816155473083,0
4.342379194647859,4.861083312492752,-2.8161155387334156,-1.4545570349674515,1.2900628482845693,-0.3497162379130153,0.7428804951154875,-0.28092617390808355,-0.675103803371424,-0.11565698692066892,0
4.075656175346031,2.9770611803676763,-3.125274148896754,-2.458070856747965,-0.4083421223931658,0.49577797892529807,0.915056859020259,0.3025236677276742,0.4569401360469135,0.44715746065121403,0
0.23005501571000328,-1.5647577252734426,-0.8025191537880185,-0.6505829141841267,-0.4947110498794878,-0.7621910180301387,-0.08684701919719283,0.029508982461591206,0.5032261712626097,-0.49967240923147516,0
4.41801091598299,1.4186703334195103,-2.2703190300830167,-0.18627241456690205,-1.4238611922717352,-0.75248931098546,0.44198484979110153,-0.41376974421982077,0.018673098998896853,0.3566300246728349,0
4.9487035505651065,-4.1143335249648105,-0.3147491107333614,-0.08820651787104322,-0.05671517579036126,-1.1376888534383118,-0.2512828619693531,0.7421519448059648,0.41044715425065154,-0.5713271092185072,0
-1.2370633569552285,-0.18821495375647534,-0.5932834977755039,1.5963460972617463,-0.4421542344087256,-0.04863678111069615,-1.2016874481712063,0.4036257110579079,0.4053004288710763,0.005925576685251063,1
-1.578161234812176,0.5728081925090134,-1.8014467053426602,1.1252757267806246,-0.3952697334074813,0.43084125271406326,0.33848365971527355,-0.861959436843906,-0.18720117416460672,0.36092385164458113,1
-3.557336373550011,1.6629499036242437,0.45118744720163956,2.073764683191488,-0.49074649913182816,-0.7700683482173301,-0.19103873699687923,-0.24446205893709202,0.5468962125135709,0.007636657937482123,1
4.733210788209763,3.3049637282937705,-1.466536690511574,2.041150083976514,-0.026220122148083357,3.02304386003555,-1.0071797496347674,0.10463671232834178,0.16851144551634867,-0.24562069098386569,0
4.208524209049893,-5.128366513937132,-0.7524020249978455,-0.86271026945255,-0.4709679157410456,-0.5958404334797726,-0.07482841270461218,0.1802527088418618,-0.36412611932048744,0.6915447520569512,0
4.949632073983738,-1.5437522881334151,-1.713193931721905,0.04675916638472567,-1.73923019924617,-0.8128796202763097,0.8003053281361621,0.4199090636424611,0.8116791252269089,0.02147839655425078,0
